"fp","target","rank","repeat"
"rf_rdk7","ace","1","19"
"rf_rdk7","ace","1","20"
"rf_rdk7","ace","1","21"
"rf_rdk7","ace","1","22"
"rf_rdk7","ace","1","23"
"rf_rdk7","ace","1","24"
"rf_rdk7","ace","1","25"
"rf_rdk7","ace","1","26"
"rf_rdk7","ace","1","27"
"rf_rdk7","ace","1","28"
"rf_rdk7","ace","1","29"
"rf_rdk7","ace","1","30"
"rf_rdk7","ace","1","31"
"rf_rdk7","ace","1","32"
"rf_rdk7","ace","1","33"
"rf_rdk7","ace","1","34"
"rf_rdk7","ace","1","35"
"rf_rdk7","ace","1","36"
"rf_rdk7","ace","1","37"
"rf_rdk7","ace","1","38"
"rf_rdk7","ace","1","39"
"rf_rdk7","ace","1","40"
"rf_rdk7","ace","1","41"
"rf_rdk7","ace","1","42"
"rf_rdk7","ace","1","43"
"rf_rdk7","ace","1","44"
"rf_rdk7","ace","1","45"
"rf_rdk7","ace","1","46"
"rf_rdk7","ace","1","47"
"rf_rdk7","ace","1","48"
"rf_rdk7","ace","1","49"
"rf_rdk7","ace","1","50"
"rf_rdk7","ache","1","1"
"rf_rdk7","ache","1","2"
"rf_rdk7","ache","1","3"
"rf_rdk7","ache","1","4"
"rf_rdk7","ache","1","5"
"rf_rdk7","ache","1","6"
"rf_rdk7","ache","1","7"
"rf_rdk7","ache","1","8"
"rf_rdk7","ache","1","9"
"rf_rdk7","ache","1","10"
"rf_rdk7","ache","1","11"
"rf_rdk7","ache","1","12"
"rf_rdk7","ache","1","13"
"rf_rdk7","ache","1","14"
"rf_rdk7","ache","1","15"
"rf_rdk7","ache","1","16"
"rf_rdk7","ache","1","17"
"rf_rdk7","ache","1","18"
"rf_rdk7","ache","1","19"
"rf_rdk7","ache","1","20"
"rf_rdk7","ache","1","21"
"rf_rdk7","ache","1","22"
"rf_rdk7","ache","1","23"
"rf_rdk7","ache","1","24"
"rf_rdk7","ache","1","25"
"rf_rdk7","ache","1","26"
"rf_rdk7","ache","1","27"
"rf_rdk7","ache","1","28"
"rf_rdk7","ache","1","29"
"rf_rdk7","ache","1","30"
"rf_rdk7","ache","1","31"
"rf_rdk7","ache","1","32"
"rf_rdk7","ache","1","33"
"rf_rdk7","ache","1","34"
"rf_rdk7","ache","1","35"
"rf_rdk7","ache","1","36"
"rf_rdk7","ache","1","37"
"rf_rdk7","ache","1","38"
"rf_rdk7","ache","1","39"
"rf_rdk7","ache","1","40"
"rf_rdk7","ache","1","41"
"rf_rdk7","ache","1","42"
"rf_rdk7","ache","1","43"
"rf_rdk7","ache","1","44"
"rf_rdk7","ache","1","45"
"rf_rdk7","ache","1","46"
"rf_rdk7","ache","1","47"
"rf_rdk7","ache","1","48"
"rf_rdk7","ache","1","49"
"rf_rdk7","ache","1","50"
"rf_rdk7","ar","1","1"
"rf_rdk7","ar","1","2"
"rf_rdk7","ar","1","3"
"rf_rdk7","ar","1","4"
"rf_rdk7","ar","1","5"
"rf_rdk7","ar","1","6"
"rf_rdk7","ar","1","7"
"rf_rdk7","ar","1","8"
"rf_rdk7","ar","1","9"
"rf_rdk7","ar","1","10"
"rf_rdk7","ar","1","11"
"rf_rdk7","ar","1","12"
"rf_rdk7","ar","1","13"
"rf_rdk7","ar","1","14"
"rf_rdk7","ar","1","15"
"rf_rdk7","ar","1","16"
"rf_rdk7","ar","1","17"
"rf_rdk7","ar","1","18"
"rf_rdk7","ar","1","19"
"rf_rdk7","ar","1","20"
"rf_rdk7","ar","1","21"
"rf_rdk7","ar","1","22"
"rf_rdk7","ar","1","23"
"rf_rdk7","ar","1","24"
"rf_rdk7","ar","1","25"
"rf_rdk7","ar","1","26"
"rf_rdk7","ar","1","27"
"rf_rdk7","ar","1","28"
"rf_rdk7","ar","1","29"
"rf_rdk7","ar","1","30"
"rf_rdk7","ar","1","31"
"rf_rdk7","ar","1","32"
"rf_rdk7","ar","1","33"
"rf_rdk7","ar","1","34"
"rf_rdk7","ar","1","35"
"rf_rdk7","ar","1","36"
"rf_rdk7","ar","1","37"
"rf_rdk7","ar","1","38"
"rf_rdk7","ar","1","39"
"rf_rdk7","ar","1","40"
"rf_rdk7","ar","1","41"
"rf_rdk7","ar","1","42"
"rf_rdk7","ar","1","43"
"rf_rdk7","ar","1","44"
"rf_rdk7","ar","1","45"
"rf_rdk7","ar","1","46"
"rf_rdk7","ar","1","47"
"rf_rdk7","ar","1","48"
"rf_rdk7","ar","1","49"
"rf_rdk7","ar","1","50"
"rf_rdk7","cdk2","1","1"
"rf_rdk7","cdk2","1","2"
"rf_rdk7","cdk2","1","3"
"rf_rdk7","cdk2","1","4"
"rf_rdk7","cdk2","1","5"
"rf_rdk7","cdk2","1","6"
"rf_rdk7","cdk2","1","7"
"rf_rdk7","cdk2","1","8"
"rf_rdk7","cdk2","1","9"
"rf_rdk7","cdk2","1","10"
"rf_rdk7","cdk2","1","11"
"rf_rdk7","cdk2","1","12"
"rf_rdk7","cdk2","1","13"
"rf_rdk7","cdk2","1","14"
"rf_rdk7","cdk2","1","15"
"rf_rdk7","cdk2","1","16"
"rf_rdk7","cdk2","1","17"
"rf_rdk7","cdk2","1","18"
"rf_rdk7","cdk2","1","19"
"rf_rdk7","cdk2","1","20"
"rf_rdk7","cdk2","1","21"
"rf_rdk7","cdk2","1","22"
"rf_rdk7","cdk2","1","23"
"rf_rdk7","cdk2","1","24"
"rf_rdk7","cdk2","1","25"
"rf_rdk7","cdk2","1","26"
"rf_rdk7","cdk2","1","27"
"rf_rdk7","cdk2","1","28"
"rf_rdk7","cdk2","1","29"
"rf_rdk7","cdk2","1","30"
"rf_rdk7","cdk2","1","31"
"rf_rdk7","cdk2","1","32"
"rf_rdk7","cdk2","1","33"
"rf_rdk7","cdk2","1","34"
"rf_rdk7","cdk2","1","35"
"rf_rdk7","cdk2","1","36"
"rf_rdk7","cdk2","1","37"
"rf_rdk7","cdk2","1","38"
"rf_rdk7","cdk2","1","39"
"rf_rdk7","cdk2","1","40"
"rf_rdk7","cdk2","1","41"
"rf_rdk7","cdk2","1","42"
"rf_rdk7","cdk2","1","43"
"rf_rdk7","cdk2","1","44"
"rf_rdk7","cdk2","1","45"
"rf_rdk7","cdk2","1","46"
"rf_rdk7","cdk2","1","47"
"rf_rdk7","cdk2","1","48"
"rf_rdk7","cdk2","1","49"
"rf_rdk7","cdk2","1","50"
"rf_rdk7","cox2","1","1"
"rf_rdk7","cox2","1","2"
"rf_rdk7","cox2","1","3"
"rf_rdk7","cox2","1","4"
"rf_rdk7","cox2","1","5"
"rf_rdk7","cox2","1","6"
"rf_rdk7","cox2","1","7"
"rf_rdk7","cox2","1","8"
"rf_rdk7","cox2","1","9"
"rf_rdk7","cox2","1","10"
"rf_rdk7","cox2","1","11"
"rf_rdk7","cox2","1","12"
"rf_rdk7","cox2","1","13"
"rf_rdk7","cox2","1","14"
"rf_rdk7","cox2","1","15"
"rf_rdk7","cox2","1","16"
"rf_rdk7","cox2","1","17"
"rf_rdk7","cox2","1","18"
"rf_rdk7","cox2","1","19"
"rf_rdk7","cox2","1","20"
"rf_rdk7","cox2","1","21"
"rf_rdk7","cox2","1","22"
"rf_rdk7","cox2","1","23"
"rf_rdk7","cox2","1","24"
"rf_rdk7","cox2","1","25"
"rf_rdk7","cox2","1","26"
"rf_rdk7","cox2","1","27"
"rf_rdk7","cox2","1","28"
"rf_rdk7","cox2","1","29"
"rf_rdk7","cox2","1","30"
"rf_rdk7","cox2","1","31"
"rf_rdk7","cox2","1","32"
"rf_rdk7","cox2","1","33"
"rf_rdk7","cox2","1","34"
"rf_rdk7","cox2","1","35"
"rf_rdk7","cox2","1","36"
"rf_rdk7","cox2","1","37"
"rf_rdk7","cox2","1","38"
"rf_rdk7","cox2","1","39"
"rf_rdk7","cox2","1","40"
"rf_rdk7","cox2","1","41"
"rf_rdk7","cox2","1","42"
"rf_rdk7","cox2","1","43"
"rf_rdk7","cox2","1","44"
"rf_rdk7","cox2","1","45"
"rf_rdk7","cox2","1","46"
"rf_rdk7","cox2","1","47"
"rf_rdk7","cox2","1","48"
"rf_rdk7","cox2","1","49"
"rf_rdk7","cox2","1","50"
"rf_rdk7","dhfr","1","1"
"rf_rdk7","dhfr","1","2"
"rf_rdk7","dhfr","1","3"
"rf_rdk7","dhfr","1","4"
"rf_rdk7","dhfr","1","5"
"rf_rdk7","dhfr","1","6"
"rf_rdk7","dhfr","1","7"
"rf_rdk7","dhfr","1","8"
"rf_rdk7","dhfr","1","9"
"rf_rdk7","dhfr","1","10"
"rf_rdk7","dhfr","1","11"
"rf_rdk7","dhfr","1","12"
"rf_rdk7","dhfr","1","13"
"rf_rdk7","dhfr","1","14"
"rf_rdk7","dhfr","1","15"
"rf_rdk7","dhfr","1","16"
"rf_rdk7","dhfr","1","17"
"rf_rdk7","dhfr","1","18"
"rf_rdk7","dhfr","1","19"
"rf_rdk7","dhfr","1","20"
"rf_rdk7","dhfr","1","21"
"rf_rdk7","dhfr","1","22"
"rf_rdk7","dhfr","1","23"
"rf_rdk7","dhfr","1","24"
"rf_rdk7","dhfr","1","25"
"rf_rdk7","dhfr","1","26"
"rf_rdk7","dhfr","1","27"
"rf_rdk7","dhfr","1","28"
"rf_rdk7","dhfr","1","29"
"rf_rdk7","dhfr","1","30"
"rf_rdk7","dhfr","1","31"
"rf_rdk7","dhfr","1","32"
"rf_rdk7","dhfr","1","33"
"rf_rdk7","dhfr","1","34"
"rf_rdk7","dhfr","1","35"
"rf_rdk7","dhfr","1","36"
"rf_rdk7","dhfr","1","37"
"rf_rdk7","dhfr","1","38"
"rf_rdk7","dhfr","1","39"
"rf_rdk7","dhfr","1","40"
"rf_rdk7","dhfr","1","41"
"rf_rdk7","dhfr","1","42"
"rf_rdk7","dhfr","1","43"
"rf_rdk7","dhfr","1","44"
"rf_rdk7","dhfr","1","45"
"rf_rdk7","dhfr","1","46"
"rf_rdk7","dhfr","1","47"
"rf_rdk7","dhfr","1","48"
"rf_rdk7","dhfr","1","49"
"rf_rdk7","dhfr","1","50"
"rf_rdk7","egfr","1","1"
"rf_rdk7","egfr","1","2"
"rf_rdk7","egfr","1","3"
"rf_rdk7","egfr","1","4"
"rf_rdk7","egfr","1","5"
"rf_rdk7","egfr","1","6"
"rf_rdk7","egfr","1","7"
"rf_rdk7","egfr","1","8"
"rf_rdk7","egfr","1","9"
"rf_rdk7","egfr","1","10"
"rf_rdk7","egfr","1","11"
"rf_rdk7","egfr","1","12"
"rf_rdk7","egfr","1","13"
"rf_rdk7","egfr","1","14"
"rf_rdk7","egfr","1","15"
"rf_rdk7","egfr","1","16"
"rf_rdk7","egfr","1","17"
"rf_rdk7","egfr","1","18"
"rf_rdk7","egfr","1","19"
"rf_rdk7","egfr","1","20"
"rf_rdk7","egfr","1","21"
"rf_rdk7","egfr","1","22"
"rf_rdk7","egfr","1","23"
"rf_rdk7","egfr","1","24"
"rf_rdk7","egfr","1","25"
"rf_rdk7","egfr","1","26"
"rf_rdk7","egfr","1","27"
"rf_rdk7","egfr","1","28"
"rf_rdk7","egfr","1","29"
"rf_rdk7","egfr","1","30"
"rf_rdk7","egfr","1","31"
"rf_rdk7","egfr","1","32"
"rf_rdk7","egfr","1","33"
"rf_rdk7","egfr","1","34"
"rf_rdk7","egfr","1","35"
"rf_rdk7","egfr","1","36"
"rf_rdk7","egfr","1","37"
"rf_rdk7","egfr","1","38"
"rf_rdk7","egfr","1","39"
"rf_rdk7","egfr","1","40"
"rf_rdk7","egfr","1","41"
"rf_rdk7","egfr","1","42"
"rf_rdk7","egfr","1","43"
"rf_rdk7","egfr","1","44"
"rf_rdk7","egfr","1","45"
"rf_rdk7","egfr","1","46"
"rf_rdk7","egfr","1","47"
"rf_rdk7","egfr","1","48"
"rf_rdk7","egfr","1","49"
"rf_rdk7","egfr","1","50"
"rf_rdk7","er_agonist","1","1"
"rf_rdk7","er_agonist","1","2"
"rf_rdk7","er_agonist","1","3"
"rf_rdk7","er_agonist","1","4"
"rf_rdk7","er_agonist","1","5"
"rf_rdk7","er_agonist","1","6"
"rf_rdk7","er_agonist","1","7"
"rf_rdk7","er_agonist","1","8"
"rf_rdk7","er_agonist","1","9"
"rf_rdk7","er_agonist","1","10"
"rf_rdk7","er_agonist","1","11"
"rf_rdk7","er_agonist","1","12"
"rf_rdk7","er_agonist","1","13"
"rf_rdk7","er_agonist","1","14"
"rf_rdk7","er_agonist","1","15"
"rf_rdk7","er_agonist","1","16"
"rf_rdk7","er_agonist","1","17"
"rf_rdk7","er_agonist","1","18"
"rf_rdk7","er_agonist","1","19"
"rf_rdk7","er_agonist","1","20"
"rf_rdk7","er_agonist","1","21"
"rf_rdk7","er_agonist","1","22"
"rf_rdk7","er_agonist","1","23"
"rf_rdk7","er_agonist","1","24"
"rf_rdk7","er_agonist","1","25"
"rf_rdk7","er_agonist","1","26"
"rf_rdk7","er_agonist","1","27"
"rf_rdk7","er_agonist","1","28"
"rf_rdk7","er_agonist","1","29"
"rf_rdk7","er_agonist","1","30"
"rf_rdk7","er_agonist","1","31"
"rf_rdk7","er_agonist","1","32"
"rf_rdk7","er_agonist","1","33"
"rf_rdk7","er_agonist","1","34"
"rf_rdk7","er_agonist","1","35"
"rf_rdk7","er_agonist","1","36"
"rf_rdk7","er_agonist","1","37"
"rf_rdk7","er_agonist","1","38"
"rf_rdk7","er_agonist","1","39"
"rf_rdk7","er_agonist","1","40"
"rf_rdk7","er_agonist","1","41"
"rf_rdk7","er_agonist","1","42"
"rf_rdk7","er_agonist","1","43"
"rf_rdk7","er_agonist","1","44"
"rf_rdk7","er_agonist","1","45"
"rf_rdk7","er_agonist","1","46"
"rf_rdk7","er_agonist","1","47"
"rf_rdk7","er_agonist","1","48"
"rf_rdk7","er_agonist","1","49"
"rf_rdk7","er_agonist","1","50"
"rf_rdk7","fgfr1","1","1"
"rf_rdk7","fgfr1","1","2"
"rf_rdk7","fgfr1","1","3"
"rf_rdk7","fgfr1","1","4"
"rf_rdk7","fgfr1","1","5"
"rf_rdk7","fgfr1","1","6"
"rf_rdk7","fgfr1","1","7"
"rf_rdk7","fgfr1","1","8"
"rf_rdk7","fgfr1","1","9"
"rf_rdk7","fgfr1","1","10"
"rf_rdk7","fgfr1","1","11"
"rf_rdk7","fgfr1","1","12"
"rf_rdk7","fgfr1","1","13"
"rf_rdk7","fgfr1","1","14"
"rf_rdk7","fgfr1","1","15"
"rf_rdk7","fgfr1","1","16"
"rf_rdk7","fgfr1","1","17"
"rf_rdk7","fgfr1","1","18"
"rf_rdk7","fgfr1","1","19"
"rf_rdk7","fgfr1","1","20"
"rf_rdk7","fgfr1","1","21"
"rf_rdk7","fgfr1","1","22"
"rf_rdk7","fgfr1","1","23"
"rf_rdk7","fgfr1","1","24"
"rf_rdk7","fgfr1","1","25"
"rf_rdk7","fgfr1","1","26"
"rf_rdk7","fgfr1","1","27"
"rf_rdk7","fgfr1","1","28"
"rf_rdk7","fgfr1","1","29"
"rf_rdk7","fgfr1","1","30"
"rf_rdk7","fgfr1","1","31"
"rf_rdk7","fgfr1","1","32"
"rf_rdk7","fgfr1","1","33"
"rf_rdk7","fgfr1","1","34"
"rf_rdk7","fgfr1","1","35"
"rf_rdk7","fgfr1","1","36"
"rf_rdk7","fgfr1","1","37"
"rf_rdk7","fgfr1","1","38"
"rf_rdk7","fgfr1","1","39"
"rf_rdk7","fgfr1","1","40"
"rf_rdk7","fgfr1","1","41"
"rf_rdk7","fgfr1","1","42"
"rf_rdk7","fgfr1","1","43"
"rf_rdk7","fgfr1","1","44"
"rf_rdk7","fgfr1","1","45"
"rf_rdk7","fgfr1","1","46"
"rf_rdk7","fgfr1","1","47"
"rf_rdk7","fgfr1","1","48"
"rf_rdk7","fgfr1","1","49"
"rf_rdk7","fgfr1","1","50"
"rf_rdk7","fxa","1","1"
"rf_rdk7","fxa","1","2"
"rf_rdk7","fxa","1","3"
"rf_rdk7","fxa","1","4"
"rf_rdk7","fxa","1","5"
"rf_rdk7","fxa","1","6"
"rf_rdk7","fxa","1","7"
"rf_rdk7","fxa","1","8"
"rf_rdk7","fxa","1","9"
"rf_rdk7","fxa","1","10"
"rf_rdk7","fxa","1","11"
"rf_rdk7","fxa","1","12"
"rf_rdk7","fxa","1","13"
"rf_rdk7","fxa","1","14"
"rf_rdk7","fxa","1","15"
"rf_rdk7","fxa","1","16"
"rf_rdk7","fxa","1","17"
"rf_rdk7","fxa","1","18"
"rf_rdk7","fxa","1","19"
"rf_rdk7","fxa","1","20"
"rf_rdk7","fxa","1","21"
"rf_rdk7","fxa","1","22"
"rf_rdk7","fxa","1","23"
"rf_rdk7","fxa","1","24"
"rf_rdk7","fxa","1","25"
"rf_rdk7","fxa","1","26"
"rf_rdk7","fxa","1","27"
"rf_rdk7","fxa","1","28"
"rf_rdk7","fxa","1","29"
"rf_rdk7","fxa","1","30"
"rf_rdk7","fxa","1","31"
"rf_rdk7","fxa","1","32"
"rf_rdk7","fxa","1","33"
"rf_rdk7","fxa","1","34"
"rf_rdk7","fxa","1","35"
"rf_rdk7","fxa","1","36"
"rf_rdk7","fxa","1","37"
"rf_rdk7","fxa","1","38"
"rf_rdk7","fxa","1","39"
"rf_rdk7","fxa","1","40"
"rf_rdk7","fxa","1","41"
"rf_rdk7","fxa","1","42"
"rf_rdk7","fxa","1","43"
"rf_rdk7","fxa","1","44"
"rf_rdk7","fxa","1","45"
"rf_rdk7","fxa","1","46"
"rf_rdk7","fxa","1","47"
"rf_rdk7","fxa","1","48"
"rf_rdk7","fxa","1","49"
"rf_rdk7","fxa","1","50"
"rf_rdk7","gpb","1","1"
"rf_rdk7","gpb","1","2"
"rf_rdk7","gpb","1","3"
"rf_rdk7","gpb","1","4"
"rf_rdk7","gpb","1","5"
"rf_rdk7","gpb","1","6"
"rf_rdk7","gpb","1","7"
"rf_rdk7","gpb","1","8"
"rf_rdk7","gpb","1","9"
"rf_rdk7","gpb","1","10"
"rf_rdk7","gpb","1","11"
"rf_rdk7","gpb","1","12"
"rf_rdk7","gpb","1","13"
"rf_rdk7","gpb","1","14"
"rf_rdk7","gpb","1","15"
"rf_rdk7","gpb","1","16"
"rf_rdk7","gpb","1","17"
"rf_rdk7","gpb","1","18"
"rf_rdk7","gpb","1","19"
"rf_rdk7","gpb","1","20"
"rf_rdk7","gpb","1","21"
"rf_rdk7","gpb","1","22"
"rf_rdk7","gpb","1","23"
"rf_rdk7","gpb","1","24"
"rf_rdk7","gpb","1","25"
"rf_rdk7","gpb","1","26"
"rf_rdk7","gpb","1","27"
"rf_rdk7","gpb","1","28"
"rf_rdk7","gpb","1","29"
"rf_rdk7","gpb","1","30"
"rf_rdk7","gpb","1","31"
"rf_rdk7","gpb","1","32"
"rf_rdk7","gpb","1","33"
"rf_rdk7","gpb","1","34"
"rf_rdk7","gpb","1","35"
"rf_rdk7","gpb","1","36"
"rf_rdk7","gpb","1","37"
"rf_rdk7","gpb","1","38"
"rf_rdk7","gpb","1","39"
"rf_rdk7","gpb","1","40"
"rf_rdk7","gpb","1","41"
"rf_rdk7","gpb","1","42"
"rf_rdk7","gpb","1","43"
"rf_rdk7","gpb","1","44"
"rf_rdk7","gpb","1","45"
"rf_rdk7","gpb","1","46"
"rf_rdk7","gpb","1","47"
"rf_rdk7","gpb","1","48"
"rf_rdk7","gpb","1","49"
"rf_rdk7","gpb","1","50"
"rf_rdk7","gr","1","1"
"rf_rdk7","gr","1","2"
"rf_rdk7","gr","1","3"
"rf_rdk7","gr","1","4"
"rf_rdk7","gr","1","5"
"rf_rdk7","gr","1","6"
"rf_rdk7","gr","1","7"
"rf_rdk7","gr","1","8"
"rf_rdk7","gr","1","9"
"rf_rdk7","gr","1","10"
"rf_rdk7","gr","1","11"
"rf_rdk7","gr","1","12"
"rf_rdk7","gr","1","13"
"rf_rdk7","gr","1","14"
"rf_rdk7","gr","1","15"
"rf_rdk7","gr","1","16"
"rf_rdk7","gr","1","17"
"rf_rdk7","gr","1","18"
"rf_rdk7","gr","1","19"
"rf_rdk7","gr","1","20"
"rf_rdk7","gr","1","21"
"rf_rdk7","gr","1","22"
"rf_rdk7","gr","1","23"
"rf_rdk7","gr","1","24"
"rf_rdk7","gr","1","25"
"rf_rdk7","gr","1","26"
"rf_rdk7","gr","1","27"
"rf_rdk7","gr","1","28"
"rf_rdk7","gr","1","29"
"rf_rdk7","gr","1","30"
"rf_rdk7","gr","1","31"
"rf_rdk7","gr","1","32"
"rf_rdk7","gr","1","33"
"rf_rdk7","gr","1","34"
"rf_rdk7","gr","1","35"
"rf_rdk7","gr","1","36"
"rf_rdk7","gr","1","37"
"rf_rdk7","gr","1","38"
"rf_rdk7","gr","1","39"
"rf_rdk7","gr","1","40"
"rf_rdk7","gr","1","41"
"rf_rdk7","gr","1","42"
"rf_rdk7","gr","1","43"
"rf_rdk7","gr","1","44"
"rf_rdk7","gr","1","45"
"rf_rdk7","gr","1","46"
"rf_rdk7","gr","1","47"
"rf_rdk7","gr","1","48"
"rf_rdk7","gr","1","49"
"rf_rdk7","gr","1","50"
"rf_rdk7","hivrt","1","1"
"rf_rdk7","hivrt","1","2"
"rf_rdk7","hivrt","1","3"
"rf_rdk7","hivrt","1","4"
"rf_rdk7","hivrt","1","5"
"rf_rdk7","hivrt","1","6"
"rf_rdk7","hivrt","1","7"
"rf_rdk7","hivrt","1","8"
"rf_rdk7","hivrt","1","9"
"rf_rdk7","hivrt","1","10"
"rf_rdk7","hivrt","1","11"
"rf_rdk7","hivrt","1","12"
"rf_rdk7","hivrt","1","13"
"rf_rdk7","hivrt","1","14"
"rf_rdk7","hivrt","1","15"
"rf_rdk7","hivrt","1","16"
"rf_rdk7","hivrt","1","17"
"rf_rdk7","hivrt","1","18"
"rf_rdk7","hivrt","1","19"
"rf_rdk7","hivrt","1","20"
"rf_rdk7","hivrt","1","21"
"rf_rdk7","hivrt","1","22"
"rf_rdk7","hivrt","1","23"
"rf_rdk7","hivrt","1","24"
"rf_rdk7","hivrt","1","25"
"rf_rdk7","hivrt","1","26"
"rf_rdk7","hivrt","1","27"
"rf_rdk7","hivrt","1","28"
"rf_rdk7","hivrt","1","29"
"rf_rdk7","hivrt","1","30"
"rf_rdk7","hivrt","1","31"
"rf_rdk7","hivrt","1","32"
"rf_rdk7","hivrt","1","33"
"rf_rdk7","hivrt","1","34"
"rf_rdk7","hivrt","1","35"
"rf_rdk7","hivrt","1","36"
"rf_rdk7","hivrt","1","37"
"rf_rdk7","hivrt","1","38"
"rf_rdk7","hivrt","1","39"
"rf_rdk7","hivrt","1","40"
"rf_rdk7","hivrt","1","41"
"rf_rdk7","hivrt","1","42"
"rf_rdk7","hivrt","1","43"
"rf_rdk7","hivrt","1","44"
"rf_rdk7","hivrt","1","45"
"rf_rdk7","hivrt","1","46"
"rf_rdk7","hivrt","1","47"
"rf_rdk7","hivrt","1","48"
"rf_rdk7","hivrt","1","49"
"rf_rdk7","hivrt","1","50"
"rf_rdk7","inha","1","1"
"rf_rdk7","inha","1","2"
"rf_rdk7","inha","1","3"
"rf_rdk7","inha","1","4"
"rf_rdk7","inha","1","5"
"rf_rdk7","inha","1","6"
"rf_rdk7","inha","1","7"
"rf_rdk7","inha","1","8"
"rf_rdk7","inha","1","9"
"rf_rdk7","inha","1","10"
"rf_rdk7","inha","1","11"
"rf_rdk7","inha","1","12"
"rf_rdk7","inha","1","13"
"rf_rdk7","inha","1","14"
"rf_rdk7","inha","1","15"
"rf_rdk7","inha","1","16"
"rf_rdk7","inha","1","17"
"rf_rdk7","inha","1","18"
"rf_rdk7","inha","1","19"
"rf_rdk7","inha","1","20"
"rf_rdk7","inha","1","21"
"rf_rdk7","inha","1","22"
"rf_rdk7","inha","1","23"
"rf_rdk7","inha","1","24"
"rf_rdk7","inha","1","25"
"rf_rdk7","inha","1","26"
"rf_rdk7","inha","1","27"
"rf_rdk7","inha","1","28"
"rf_rdk7","inha","1","29"
"rf_rdk7","inha","1","30"
"rf_rdk7","inha","1","31"
"rf_rdk7","inha","1","32"
"rf_rdk7","inha","1","33"
"rf_rdk7","inha","1","34"
"rf_rdk7","inha","1","35"
"rf_rdk7","inha","1","36"
"rf_rdk7","inha","1","37"
"rf_rdk7","inha","1","38"
"rf_rdk7","inha","1","39"
"rf_rdk7","inha","1","40"
"rf_rdk7","inha","1","41"
"rf_rdk7","inha","1","42"
"rf_rdk7","inha","1","43"
"rf_rdk7","inha","1","44"
"rf_rdk7","inha","1","45"
"rf_rdk7","inha","1","46"
"rf_rdk7","inha","1","47"
"rf_rdk7","inha","1","48"
"rf_rdk7","inha","1","49"
"rf_rdk7","inha","1","50"
"rf_rdk7","na","1","1"
"rf_rdk7","na","1","2"
"rf_rdk7","na","1","3"
"rf_rdk7","na","1","4"
"rf_rdk7","na","1","5"
"rf_rdk7","na","1","6"
"rf_rdk7","na","1","7"
"rf_rdk7","na","1","8"
"rf_rdk7","na","1","9"
"rf_rdk7","na","1","10"
"rf_rdk7","na","1","11"
"rf_rdk7","na","1","12"
"rf_rdk7","na","1","13"
"rf_rdk7","na","1","14"
"rf_rdk7","na","1","15"
"rf_rdk7","na","1","16"
"rf_rdk7","na","1","17"
"rf_rdk7","na","1","18"
"rf_rdk7","na","1","19"
"rf_rdk7","na","1","20"
"rf_rdk7","na","1","21"
"rf_rdk7","na","1","22"
"rf_rdk7","na","1","23"
"rf_rdk7","na","1","24"
"rf_rdk7","na","1","25"
"rf_rdk7","na","1","26"
"rf_rdk7","na","1","27"
"rf_rdk7","na","1","28"
"rf_rdk7","na","1","29"
"rf_rdk7","na","1","30"
"rf_rdk7","na","1","31"
"rf_rdk7","na","1","32"
"rf_rdk7","na","1","33"
"rf_rdk7","na","1","34"
"rf_rdk7","na","1","35"
"rf_rdk7","na","1","36"
"rf_rdk7","na","1","37"
"rf_rdk7","na","1","38"
"rf_rdk7","na","1","39"
"rf_rdk7","na","1","40"
"rf_rdk7","na","1","41"
"rf_rdk7","na","1","42"
"rf_rdk7","na","1","43"
"rf_rdk7","na","1","44"
"rf_rdk7","na","1","45"
"rf_rdk7","na","1","46"
"rf_rdk7","na","1","47"
"rf_rdk7","na","1","48"
"rf_rdk7","na","1","49"
"rf_rdk7","na","1","50"
"rf_rdk7","p38","1","1"
"rf_rdk7","p38","1","2"
"rf_rdk7","p38","1","3"
"rf_rdk7","p38","1","4"
"rf_rdk7","p38","1","5"
"rf_rdk7","p38","1","6"
"rf_rdk7","p38","1","7"
"rf_rdk7","p38","1","8"
"rf_rdk7","p38","1","9"
"rf_rdk7","p38","1","10"
"rf_rdk7","p38","1","11"
"rf_rdk7","p38","1","12"
"rf_rdk7","p38","1","13"
"rf_rdk7","p38","1","14"
"rf_rdk7","p38","1","15"
"rf_rdk7","p38","1","16"
"rf_rdk7","p38","1","17"
"rf_rdk7","p38","1","18"
"rf_rdk7","p38","1","19"
"rf_rdk7","p38","1","20"
"rf_rdk7","p38","1","21"
"rf_rdk7","p38","1","22"
"rf_rdk7","p38","1","23"
"rf_rdk7","p38","1","24"
"rf_rdk7","p38","1","25"
"rf_rdk7","p38","1","26"
"rf_rdk7","p38","1","27"
"rf_rdk7","p38","1","28"
"rf_rdk7","p38","1","29"
"rf_rdk7","p38","1","30"
"rf_rdk7","p38","1","31"
"rf_rdk7","p38","1","32"
"rf_rdk7","p38","1","33"
"rf_rdk7","p38","1","34"
"rf_rdk7","p38","1","35"
"rf_rdk7","p38","1","36"
"rf_rdk7","p38","1","37"
"rf_rdk7","p38","1","38"
"rf_rdk7","p38","1","39"
"rf_rdk7","p38","1","40"
"rf_rdk7","p38","1","41"
"rf_rdk7","p38","1","42"
"rf_rdk7","p38","1","43"
"rf_rdk7","p38","1","44"
"rf_rdk7","p38","1","45"
"rf_rdk7","p38","1","46"
